id,center,fy,sic,naics,state,sales,employees,plant_area,products,produnits,prodlevel,prodhours,recc_count_recc,ec_plant_cost,ec_plant_usage,ed_plant_cost,ed_plant_usage,ef_plant_cost,e2_plant_cost,e2_plant_usage,e3_plant_cost,e3_plant_usage,e4_plant_cost,e4_plant_usage,e5_plant_cost,e5_plant_usage,e6_plant_cost,e6_plant_usage,e7_plant_cost,e7_plant_usage,e8_plant_cost,e8_plant_usage,e9_plant_cost,e9_plant_usage,e10_plant_cost,e10_plant_usage,e11_plant_cost,e11_plant_usage,e12_plant_cost,e12_plant_usage,w0_plant_cost,w0_plant_usage,w1_plant_cost,w1_plant_usage,w2_plant_cost,w2_plant_usage,w3_plant_cost,w3_plant_usage,w4_plant_cost,w4_plant_usage,w5_plant_cost,w5_plant_usage,w6_plant_cost,w6_plant_usage
OK0182,OK,1985,2652,,OK,5000000,50,,PAPER GOODS,,,2080,5,13365,200762,,,,11665,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0183,OK,1986,3533,,OK,30000000,320,,ROTARY DRILL BITS,1,43800,8736,5,269817,4548066,,,,107183,29660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0184,OK,1986,3841,,OK,12000000,140,,KIDNEY DIALYSIS MACHINES,1,400,2340,4,96147,2140973,,,,21445,5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0185,OK,1986,3366,,OK,2200000,80,,CAST BRONZE LETTERS,1,2000,2000,4,20903,269930,,,,28834,7105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0186,OK,1986,3714,,OK,13500000,148,,DIESEL ENGINE PISTON PIN,1,3378000,6000,7,242540,6263482,,,,206409,56973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0187,OK,1986,3443,,OK,24000000,250,,HEAT EXCHANGERS,1,750,6240,5,91650,1939918,,,,34678,9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0188,OK,1986,3531,,OK,50000000,1475,,ROAD BUILDING EQUIPMENT,,,6000,5,512875,11621923,,,,207430,57288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0189,OK,1986,2992,,OK,75000000,200,,OILS & GREASES (BLENDING),4,168000,,8,146361,2413540,,,,252609,65545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0190,OK,1986,3533,,OK,20000000,150,,OILWELL & CENTRIFUGAL PUMPS,1,1000,4420,6,145351,2744138,,,,9570,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0191,OK,1986,3533,,OK,13000000,110,,OILFIELD EQUIPMENT,,,4160,5,85179,1511137,,,,4293,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0192,OK,1986,3724,,OK,18000000,370,,REMANUF JET ENGINE PARTS,,,5600,7,254560,5202228,,,,59113,15954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0193,OK,1986,3533,,OK,6000000,100,,OIL INSTRUMENTATION,,,2000,7,87919,1628077,,,,25944,5906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0194,OK,1986,2992,,OK,450000,15,,FUEL OIL,5,4500000,2040,3,19293,247948,,,,60508,16438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0195,OK,1986,3561,,OK,30000000,250,,PUMPS & MOTORS,1,1500,5100,7,353724,6514947,,,,77915,21459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0196,OK,1986,3321,,OK,5000000,50,,IRON CASTINGS,3,2500,2125,3,208742,5711899,,,,20193,5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0197,OK,1986,2653,,OK,16000000,100,,CORRUGATED SHIPPING BOX,6,500000,4420,9,158176,3289859,,,,137674,38731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0198,OK,1986,3841,,OK,30000000,380,,OPTHALMIC MACHINERY,,,8736,6,183961,3728312,,,,32131,7736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0199,OK,1986,3479,,OK,16000000,75,,GALVANIZED POLES,1,2550,2125,4,92124,1786049,,,,135140,37219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0200,OK,1986,2339,,OK,3000000,100,,LADIES'CLOTHING,1,300000,2125,5,39235,667937,,,,16541,4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0201,OK,1986,3398,,OK,10000000,65,,STEEL FABRIC.FITTINGS,,,2250,5,48029,699004,,,,20949,4769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0202,OK,1986,3084,,OK,10000000,50,,PLASTIC PIPE & FITTINGS,6,5000,8400,5,109866,2238570,,,,9733,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0203,OK,1986,2511,,OK,3000000,50,,HIGH QUALITY FURNITURE,,,2340,5,23910,349062,,,,16873,3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0204,OK,1986,3433,,OK,25000000,155,,NATURAL GAS COMPRESSORS,1,36,2000,6,90435,1752931,,,,32425,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0205,OK,1986,2097,,OK,1200000,23,,PACKAGED ICE,1,2500000,8736,3,148494,2898007,,,,3030,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0206,OK,1986,3824,,OK,15000000,125,,DOWN HOLE OIL GAGES,,,2000,3,106847,1992966,,,,7247,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0207,OK,1986,3578,,OK,36000000,260,,DOCUMENT PROCESS EQUIPMENT,1,1000,3640,5,143934,3296014,,,,3723,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0208,OK,1986,2844,,OK,6500000,95,,SHAMPOO AND CONDITIONER,5,700,3120,4,20154,323857,,,,50724,11041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0209,OK,1986,2833,,OK,500000,15,,ALOE VERA JUICE AND GEL,5,250,2700,3,21528,319461,,,,,,18741,3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0210,OK,1986,2051,,OK,45000000,360,,BREAD AND BUNS,2,50000000,6240,5,157781,3337046,,,,119977,32998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0211,OK,1986,2761,,OK,40000000,250,,PRINTED BUSINESS FORMS,2,62700000,4160,10,530743,10453107,,,,149672,40833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0212,OK,1986,3441,,OK,16000000,135,,STEEL UTILITY POLES,,,4420,7,125541,2153869,,,,52483,13632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0213,OK,1987,3823,,OK,3000000,32,,SONIC EQUIPMENT,1,2750000,2535,5,19680,245018,,,,3297,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0214,OK,1987,3443,,OK,8000000,107,,SHELL & TUBE HEAT EXCHANGERS,,,6300,7,113303,2247069,,,,30501,8166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0215,OK,1987,3444,,OK,5000000,50,,PRECISION MACHINE PARTS,1,500,5616,4,30852,555979,,,,8397,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0216,OK,1987,3433,,MO,12000000,135,,COMBUSTION BURNERS,1,4000,,6,64872,1196366,,,,52782,13913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0217,OK,1987,3952,,KS,50000000,250,,CRAYONS & ART SUPPLIES,,,4160,4,361543,7266999,,,,115374,33283,,,,,,,,,38994,15048,,,,,,,,,,,,,,,,,,,,,,,,
OK0218,OK,1987,3479,,OK,5000000,125,,GALV. STEEL PRODUCTS,2,72000000,6240,7,21776,398007,,,,338627,94626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0219,OK,1987,3743,,OK,2500000,44,,REFURBISHED RAIL CARS,1,1000,4160,3,148829,2325909,,,,42314,11067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0220,OK,1987,2086,,OK,5000000,52,,SOFT DRINKS,1,1000000,3380,10,43415,655920,,,,21584,4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0221,OK,1987,3273,,OK,25000000,275,,CONCRETE AND ASPHALT,,,2600,9,33076,489742,,,,11332,2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0222,OK,1987,2531,,MO,4000000,50,,AUDIO VISUAL FURNITURE & EQUIPMENT,1,30000,2080,7,69177,710141,,,,36464,10538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0223,OK,1987,2759,,KS,13000000,165,,VINLY GRAPHICS,,,6240,4,71046,918230,,,,9445,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0224,OK,1987,3441,,KS,7000000,64,,STEEL FABRICATION,2,3500000,2850,4,44511,504103,,,,12211,3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0225,OK,1987,3861,,KS,15000000,300,,PHOTOPROCESSING SYSTEMS,,,2500,7,194796,2199004,,,,38570,11086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0226,OK,1987,3494,,OK,20000000,40,,OIL WELLHEAD EQUIPMENT,,,4250,11,128016,2401524,,,,29963,7919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0227,OK,1987,3589,,OK,3000000,60,,CENTRAL VACUUM SYSTEMS,1,22500,4992,6,40132,570926,,,,25339,6290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0228,OK,1987,3695,,OK,58000000,400,,HARD DISK DRIVES,1,100000,3460,5,286450,5553927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0229,OK,1987,3089,,OK,60000000,250,,INJECTION MOLDINGS,,,4500,7,151395,2596424,,,,20908,4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0230,OK,1987,3325,,OK,7200000,100,,STEEL CASTING,1,3600000,,5,228680,4387163,,,,82745,21321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0231,OK,1987,3612,,OK,7000000,83,,TRANSFORMERS,,,4032,6,67636,1158558,,,,31125,11350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0232,OK,1987,3449,,OK,5000000,75,,STEEL BUILDINGS,,,2000,5,20890,421454,,,,13517,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0233,OK,1987,2821,,KS,9000000,100,,PLASTIC PARTS (INJECTION),,,8736,6,320683,4730950,,,,1743,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0234,OK,1987,3089,,OK,9000000,176,,INJECTION MOLDED PLASTIC,1,10000000,8736,7,264926,5730070,,,,5312,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0235,OK,1987,2052,,OK,15000000,110,,CRACKERS AND COOKIES,2,30000000,5200,10,83597,1875147,,,,116587,37896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0236,OK,1987,3613,,OK,10000000,200,,SWITCHES & GAUGES,1,180000,2340,7,46877,691970,,,,10071,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0237,OK,1987,3446,,OK,7000000,110,,ARCHITECTURAL METALS,,,2210,7,72442,1024033,,,,29050,6940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0238,OK,1987,3325,,OK,7000000,94,,STEEL CASTINGS,3,1500,2080,7,219892,5021102,,,,141985,33087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0239,OK,1987,3599,,OK,7000000,35,,MACHINED PARTS,,,2288,3,34434,560668,,,,14942,3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0240,OK,1988,3533,,OK,9000000,300,,DRILL. PUMP COMPONENTS,2,12000000,6240,8,327342,6578546,,,,85437,19548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0241,OK,1987,2329,,OK,1000000,65,,WESTERN WEAR CLOTHING,,,2340,8,17895,237397,,,,10045,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0242,OK,1987,2819,,OK,10000000,27,,IODINE,2,2000000,8736,3,1941191,44481536,,,,76461,63718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0243,OK,1988,3443,,OK,5000000,75,,STEEL FABRICATION,,,2340,6,74803,1080891,,,,79272,22522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0244,OK,1988,3494,,OK,5000000,50,,PIPE FITTINGS,1,84246,2500,9,44289,696073,,,,12362,3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0245,OK,1988,3441,,OK,10000000,55,,STEEL FABRICATION,1,35,4300,5,60923,808910,,,,6899,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0246,OK,1988,2711,,OK,10700000,506,,NEWSPAPERS,1,86000000,8736,7,476933,10840856,,,,135299,31427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0247,OK,1988,3443,,OK,10000000,70,,HEAT EXCHGRS. & VESSELS,1,700,,6,64425,1058030,,,,15458,3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0248,OK,1988,3699,,OK,3500000,40,,REPAIR ELECTRIC MOTORS,1,1200,2500,4,43493,583822,,,,30364,7737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0249,OK,1988,3498,,OK,10000000,85,,METAL FABRICATIONS,1,200,2016,5,43324,860785,,,,16057,3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0250,OK,1988,2511,,AR,14000000,300,,JUVENILE FURNITURE,1,200000,2340,6,136289,2055100,,,,43713,13076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0251,OK,1988,2514,,AR,7000000,110,,METAL FURNITURE,1,425000,2340,7,85915,1194607,,,,107783,33435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0252,OK,1988,3251,,OK,5000000,40,,BASE BRICK,3,40000000,2080,7,141874,2863130,,,,363314,191218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0253,OK,1988,3443,,OK,5000000,52,,HEAT EXCHANGERS,1,400,2350,8,44686,740035,,,,22074,5470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0254,OK,1988,3585,,OK,12000000,85,,DISP. REFRIG. CYLINDERS,1,2000000,5376,6,170650,3818288,,,,48286,15480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0255,OK,1988,3533,,OK,30000000,220,,PIPELINE SERVICE EQUIPMENT,,,7280,6,141354,2867233,,,,37324,11590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0256,OK,1988,3089,,AR,15500000,200,,CUSTOM INJECTION MOLDING,1,10000000,6000,8,273795,6963951,,,,12951,3918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0257,OK,1988,3429,,AR,8500000,100,,"SAFETY HARDWARE, FORGING",,,2600,5,122899,2053927,,,,105063,35725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0258,OK,1988,2653,,AR,22900000,126,,CORRUGATED PACKAGING,6,551,6000,7,174584,3796014,,,,154394,51429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0259,OK,1988,2325,,OK,50000000,525,,DENIM JEANS,1,6000000,4160,6,304190,6439918,,,,113366,27217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0260,OK,1988,3613,,OK,15000000,300,,ELECTRIC SWITCHGEARS,1,1100,4680,7,142068,2443142,,,,56726,17675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0261,OK,1988,2341,,OK,9000000,250,,"WOMEN'S ROBES, SLEEPWEAR",1,800000,2340,7,36882,590856,,,,6124,1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0262,OK,1988,3569,,OK,12000000,150,,"AIRCRAFT FILTERS, ETC.",,,,6,182953,3832943,,,,42272,13306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0263,OK,1988,3496,,OK,40000000,455,,VARIOUS TYPES CARTS,1,600000,4160,7,589004,13131888,,,,130932,45919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0264,OK,1988,3363,,OK,9000000,115,,ALUMINUM DIE CASTINGS,2,5200000,8736,4,155701,3403283,,,,137696,59159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0265,OK,1988,3498,,OK,10000000,167,,PROCESSED TUBING,3,75000,6000,7,148805,2681419,,,,179814,87550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0266,OK,1988,2048,,AR,1400000,35,,COMMERCIAL FEED,3,200000,7300,6,165411,3241794,,,,67127,24157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0267,OK,1988,2015,,AR,65000000,1000,,FROZEN CHICKEN PIECES,1,150000000,8400,10,833170,23448125,,,,288964,103963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0268,OK,1988,3621,,OK,17000000,175,,ELECTRIC MOTORS,1,25000,4420,8,195955,3368113,,,,81928,20482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0269,OK,1988,2048,,OK,20000000,35,,LIVESTOCK FEED,3,60000,4165,6,61372,1133060,,,,28817,6320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0270,OK,1988,3241,,OK,17000000,100,,PORTLAND CEMENT,,,8400,5,2658200,65783999,,,,3978700,2838600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0271,OK,1988,2325,,OK,20000000,185,,MEN AND BOYS JEANS,1,220000,2500,6,39723,592321,,,,2772,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0272,OK,1988,2281,,OK,22000000,230,,CARPET YARN,2,14000000,8424,5,640216,15308617,,,,147626,52316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0273,OK,1989,2013,,OK,13000000,160,,PROCESSED MEATS,2,3000000,8736,6,65380,1353458,,,,23641,7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0274,OK,1989,3317,,OK,20000000,132,,STAINLESS STEEL TUBINGS,3,3000,8736,7,476693,7551583,,,,12327,3478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0275,OK,1989,3231,,OK,10000000,150,,ARCHITECTURAL GLASS,,,5000,9,238083,8909144,,,,18705,5720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0276,OK,1989,2099,,OK,60000000,95,,BUTTER PACKAGING,2,45000000,6240,8,121882,2356096,,,,6332,1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0277,OK,1989,2051,,OK,40000000,130,,BREAD & BUNS,2,80000000,8736,10,268461,5789859,,,,136423,40775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0278,OK,1989,3949,,AR,15000000,350,,FISHING LURES,1,7000000,6000,5,142155,2980950,,,,27845,8647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0279,OK,1989,2048,,AR,10000000,19,,POULTRY BY-PRODUCT MEAL,3,2000,6864,12,193482,4400059,,,,505785,185075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0280,OK,1989,2011,,OK,20000000,45,,PROCESSED PORK & BEEF,2,8000000,5000,6,54375,1085580,,,,44433,11107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0281,OK,1989,3089,,OK,3000000,35,,POLYSTYRENE PACKAGING,2,10000000,4160,6,102353,2397128,,,,153331,45315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0282,OK,1989,2761,,OK,15000000,118,,CUSTOM BUSINESS FORMS,2,1300000,6240,9,129134,3082943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0283,OK,1989,3411,,OK,44000000,85,,ALIMINUM BEVERAGE CANS,2,27000000,8736,9,491113,11626905,,,,154634,46472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0284,OK,1989,3441,,OK,20000000,260,,FABRICATED STEEL,1,400000,4160,9,164893,3378077,,,,28986,9765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0285,OK,1989,3469,,AR,12000000,300,,MOTION & SLEEP MECHANISM,2,24000000,8736,7,182543,3728898,,,,85549,28187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0286,OK,1989,3432,,AR,15000000,121,,POLYURETHANE FOAM,6,120000,8736,6,98530,2113130,,,,22015,6969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0287,OK,1989,2653,,OK,3000000,30,,CORRUGATED PACKAGING,6,84000,2500,6,28171,431125,,,,7787,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0288,OK,1989,3594,,OK,40000000,260,,PUMP MOTORS & MECHANISMS,1,984000,8736,5,584803,13786049,,,,27601,9248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0289,OK,1989,2064,,OK,5300000,120,,HARD CANDY,1,245000,4160,8,55608,1092907,,,,41291,11288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0290,OK,1989,3089,,KS,3500000,70,,"FIXTURES, DIES & MOLDS",1,150,2600,4,70496,830012,,,,3265,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0291,OK,1989,3083,,KS,20000000,275,,AIRCRAFT PARTS,2,365000,4160,9,340598,4439039,,,,93221,24113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0292,OK,1989,2011,,OK,17000000,125,,FROZEN PREPARED ENTREES,2,12500000,8736,3,227363,5041032,,,,89034,32310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0293,OK,1989,3011,,OK,15000000,120,,TIRE CARE PRODUCTS,1,120000,4160,6,115601,2266706,,,,50391,17869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0294,OK,1989,2051,,KS,14000000,109,,BREAD AND BUNS,2,40700000,6240,6,185275,2645076,,,,146050,33175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0295,OK,1989,3275,,OK,40000000,275,,WALLBOARD & PLASTER,3,565000,8640,5,713457,31375147,,,,1511833,687197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0296,OK,1989,3499,,OK,7500000,85,,BOOK DEPOSIT BOXES,1,50,4000,6,64032,1173505,,,,15977,4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0297,OK,1989,2011,,OK,12000000,70,,PORK & BEEF,2,8500000,3600,6,100521,2034877,,,,36093,12414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0298,OK,1989,3761,,OK,21000000,220,,AEROSPACE STRUCTURES,,,6000,9,221059,4953986,,,,30981,7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0299,OK,1989,3728,,KS,9500000,96,,FABRICATED AIRCRAFT PARTS,1,1270,2574,3,86991,907093,,,,10100,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0300,OK,1989,3792,,KS,4000000,50,,TRAVEL TRAILERS,1,200,2000,4,11368,154455,,,,7571,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0301,OK,1990,2064,,OK,43200000,450,,CANDY,2,27000000,8736,5,211986,4643904,,,,81172,54654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0302,OK,1989,3069,,OK,2000000,120,,MOLDED RUBBER PRODUCTS,1,51000000,6240,7,71268,1507034,,,,5265,1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0303,OK,1990,2047,,OK,100000000,200,,DRY DOG AND CAT FOOD,2,420000,8400,4,968515,25149473,,,,351974,178978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0304,OK,1990,3949,,OK,33000000,300,,FISHING REELS,1,5500000,2080,5,181647,3516999,,,,8339,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0305,OK,1990,3069,,OK,33000000,80,,INJECTION PLASTIC PARTS,1,5500000,6240,5,145221,3056272,,,,15262,4510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0306,OK,1990,3599,,OK,20000000,230,,CAM & GROOVE COUPLINGS,1,1200000,6240,8,241437,3849062,,,,63633,23158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0307,OK,1990,3533,,OK,14400000,240,,"SUBSURFACE PUMPS, VALVES",,,4250,7,240376,4859320,,,,13270,4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0308,OK,1990,3572,,OK,18000000,400,,COMPUTER HARD DRIVE REP.,1,60000,4420,7,390200,8193142,,,,16918,5394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0309,OK,1990,2491,,OK,5000000,53,,TREATED POSTS,3,52000,2340,5,30566,221864,,,,,,34020,7420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0310,OK,1990,2389,,KS,4600000,90,,BAND UNIFORMS,1,22500,2250,5,37943,388042,,,,13624,3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0311,OK,1990,3599,,KS,35000000,350,,AMUSEMENT RIDE EQUIPMENT,1,132,5200,7,220424,2751172,,,,73002,23625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0312,OK,1990,2095,,OK,8000000,50,,"COFFEE, TEA AND SPICES",2,1000000,2250,5,11542,153869,,,,9231,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0313,OK,1990,2819,,OK,30000000,260,,URANIUM HEXAFLUORIDE,3,10000,8736,6,1248008,56514948,,,,435530,247172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0314,OK,1990,3721,,OK,17800000,200,,AEROSTRUCTURES,,,5100,6,274813,13611958,,,,56882,21145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0315,OK,1990,3714,,OK,24000000,110,,"ENGINE MOUNTS, BEARINGS",2,4600000,6000,4,117293,2393025,,,,29024,9869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0316,OK,1990,3721,,OK,23000000,270,,AEROSTRUCTURES,,,5100,4,201526,5516999,,,,28442,10571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0317,OK,1990,2752,,OK,20000000,500,,PUBLISHING PERIODICLAS,1,82000000,8736,3,296578,7177902,,,,149070,52532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK0318,OK,1990,3229,,OK,36000000,300,,TABLE GLASSWARE,3,48500,8000,7,752842,18735053,,,,1344061,720765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
